,datetime,amount,merchant,location,currency,card_type,card_exp_date,response_code,flagged_as_fraud,previous_transactions,source,device,mcc_group
4228,2022-04-14 15:30:24,4188.28,Maharaj Inc,Adoni,EUR,Visa,2032-09-01,Declined,False,1,Online,Tablet,Unknown
4229,2021-11-05 18:36:30,3069.05,Gaba-Lall,Bhilwara,EUR,American Express,2033-02-01,Accepted,True,0,In-Person,Tablet,Agricultural services
4230,2023-09-01 17:30:02,817.7,Ratti PLC,Jalandhar,EUR,American Express,2031-02-01,Accepted,False,2,In-Person,Mobile,Miscellaneous stores
4231,2021-07-26 16:04:45,3515.73,Kata-Deshpande,Ambarnath,EUR,Visa,2025-10-01,Invalid,True,0,In-Person,Tablet,Miscellaneous stores
4232,2022-08-26 07:10:57,3184.02,"Wadhwa, Ratti and Ranganathan",Hospet,USD,American Express,2030-12-01,Invalid,False,1,Online,Desktop,Professional services and membership organizations
4233,2021-07-30 05:46:14,2411.87,"Kapoor, Barad and Vohra",Jamnagar,INR,American Express,2024-09-01,Declined,True,3,In-Person,Tablet,Miscellaneous stores
4234,2020-02-26 14:19:25,2246.3,Virk PLC,Lucknow,USD,MasterCard,2032-02-01,Invalid,False,2,Online,Tablet,Unknown
4235,2020-02-04 22:28:45,1522.52,Saxena-Sarkar,Hyderabad,INR,MasterCard,2028-12-01,Invalid,False,1,In-Person,Tablet,Transportation services
4236,2023-02-14 13:58:21,2352.63,Saxena Inc,Tiruvottiyur,EUR,American Express,2024-08-01,Declined,True,2,Online,Tablet,Miscellaneous stores
4237,2022-05-15 14:51:36,3983.19,Gara-Cheema,Jamalpur,EUR,MasterCard,2031-10-01,Declined,False,0,Online,Desktop,Business services
4238,2021-05-21 03:55:34,2038.89,"Rajagopal, Singh and Doshi",Mira-Bhayandar,EUR,Visa,2026-05-01,Accepted,True,2,In-Person,Tablet,Transportation services
4239,2020-01-06 02:19:25,3638.58,Sahota-Kumar,Kharagpur,EUR,MasterCard,2029-07-01,Accepted,True,2,Online,Desktop,Miscellaneous stores
4240,2020-06-10 19:58:29,168.28,Khosla-Bhargava,South Dumdum,INR,American Express,2024-08-01,Invalid,True,3,In-Person,Desktop,Government services
4241,2020-05-03 00:48:25,717.62,"Sarma, Sahota and Ratti",Secunderabad,EUR,Visa,2032-07-01,Invalid,False,1,Online,Desktop,Unknown
4242,2022-09-24 06:15:57,252.08,Keer Inc,Allahabad,EUR,Visa,2030-11-01,Invalid,True,1,Online,Tablet,Professional services and membership organizations
4243,2020-07-20 16:57:37,4640.33,Mangat-Sekhon,Gurgaon,USD,MasterCard,2024-12-01,Accepted,True,2,Online,Tablet,Business services
4244,2020-05-10 16:10:27,2925.67,Chanda-Thakur,Haridwar,EUR,Visa,2030-08-01,Accepted,False,0,In-Person,Tablet,Professional services and membership organizations
4245,2021-05-07 01:35:29,1735.24,"Ben, Saran and Ramesh",Bijapur,INR,MasterCard,2029-06-01,Accepted,True,2,In-Person,Mobile,Unknown
4246,2021-05-05 23:48:24,4263.84,Brahmbhatt-Sekhon,Kavali,EUR,MasterCard,2028-01-01,Invalid,False,1,Online,Desktop,Retail outlet services
4247,2022-12-11 01:42:45,4572.4,Grover Inc,Firozabad,INR,MasterCard,2030-10-01,Declined,True,2,Online,Mobile,Government services
4248,2021-12-05 08:32:45,1166.08,Bhat Inc,Belgaum,INR,Visa,2027-06-01,Declined,True,1,In-Person,Desktop,Miscellaneous stores
4249,2023-08-31 05:46:42,1968.67,Kala-Kade,Satna,EUR,American Express,2025-09-01,Accepted,False,0,Online,Tablet,Retail outlet services
4250,2020-06-03 11:57:22,2088.41,Dani-Sha,Kumbakonam,INR,MasterCard,2029-08-01,Invalid,True,1,Online,Tablet,Transportation services
4251,2021-10-24 14:18:54,4785.02,"Tripathi, Choudhry and Bajaj",Nanded,INR,MasterCard,2024-03-01,Declined,False,3,Online,Tablet,Unknown
4252,2021-11-02 14:30:36,3972.68,Suri-Iyer,Jalgaon,INR,American Express,2029-01-01,Invalid,False,0,Online,Tablet,Retail outlet services
4253,2020-03-09 21:05:50,2239.25,Ghosh-Banerjee,Latur,INR,MasterCard,2030-06-01,Declined,False,3,Online,Desktop,Retail outlet services
4254,2020-05-29 23:59:54,1472.8,Khanna Group,Jhansi,USD,MasterCard,2029-04-01,Accepted,True,0,In-Person,Desktop,Agricultural services
4255,2023-08-24 08:05:28,3030.31,Lanka-Chaudhry,Kottayam,INR,MasterCard,2030-07-01,Invalid,True,3,In-Person,Mobile,Agricultural services
4256,2021-02-20 16:43:32,4688.38,"Chandra, Rajagopalan and Sridhar",Bettiah,EUR,MasterCard,2033-05-01,Accepted,True,2,Online,Tablet,Utility services
4257,2023-01-01 10:57:41,527.8,Chaudhari Inc,Noida,USD,American Express,2024-06-01,Invalid,True,0,In-Person,Tablet,Unknown
4258,2022-07-22 04:24:08,3730.62,"Kadakia, Ahuja and Sarna",Ramagundam,INR,Visa,2024-10-01,Accepted,False,3,In-Person,Tablet,Professional services and membership organizations
4259,2020-02-26 03:00:51,4703.44,"Gandhi, Uppal and Ahluwalia",Phusro,INR,Visa,2032-01-01,Accepted,False,1,In-Person,Desktop,Miscellaneous stores
4260,2021-10-03 10:13:28,3347.99,Saran-Krishnan,Jammu,INR,MasterCard,2028-01-01,Invalid,True,1,Online,Desktop,Agricultural services
4261,2021-06-05 03:00:40,1993.98,Bala Ltd,Jalandhar,INR,MasterCard,2026-07-01,Invalid,True,0,In-Person,Mobile,Government services
4262,2020-10-08 03:53:18,3747.72,"Manda, Sabharwal and Lad",Jorhat,USD,MasterCard,2032-01-01,Accepted,False,1,Online,Tablet,Business services
4263,2020-07-08 01:53:01,4434.58,Tiwari-Aggarwal,Vadodara,EUR,Visa,2027-01-01,Declined,False,2,Online,Tablet,Business services
4264,2021-03-03 09:07:26,1806.0,Singhal-Aggarwal,Sasaram,EUR,MasterCard,2029-04-01,Declined,True,2,Online,Mobile,Government services
4265,2020-10-16 14:51:10,3138.95,"Bhasin, Dewan and Toor",Cuttack,USD,Visa,2030-07-01,Invalid,False,0,In-Person,Tablet,Unknown
4266,2021-03-05 12:52:43,197.52,"Agate, Atwal and Lad",Berhampur,EUR,American Express,2029-07-01,Declined,True,0,In-Person,Tablet,Transportation services
4267,2023-06-19 15:03:45,2135.87,"Ganesh, Badal and Deshpande",Madanapalle,EUR,MasterCard,2031-10-01,Declined,True,2,In-Person,Desktop,Contracted services
4268,2023-03-09 02:28:30,638.91,"Kota, Bandi and Doshi",Farrukhabad,USD,Visa,2028-05-01,Accepted,False,0,In-Person,Mobile,Transportation services
4269,2023-07-02 14:56:16,1074.48,Doctor Group,Phagwara,USD,Visa,2031-06-01,Accepted,False,3,Online,Mobile,Miscellaneous stores
4270,2020-08-27 03:30:33,4968.08,Suri LLC,Ludhiana,USD,American Express,2030-05-01,Invalid,True,2,Online,Desktop,Professional services and membership organizations
4271,2022-05-14 02:02:33,914.67,"Mallick, Gole and Dave",Bardhaman,USD,MasterCard,2026-10-01,Accepted,False,2,Online,Tablet,Professional services and membership organizations
4272,2022-06-16 00:37:56,4652.6,Ramachandran-Mand,Bikaner,EUR,Visa,2033-05-01,Accepted,True,0,In-Person,Desktop,Unknown
4273,2021-10-09 03:16:08,2492.42,Suresh-Kapur,Surat,INR,MasterCard,2024-06-01,Declined,True,3,Online,Mobile,Unknown
4274,2023-07-06 00:59:21,912.9,Choudhry and Sons,Bhiwandi,EUR,MasterCard,2025-09-01,Accepted,False,3,Online,Desktop,Miscellaneous stores
4275,2021-11-02 09:28:47,2671.33,"Rout, Dixit and Ravel",Ozhukarai,INR,Visa,2029-04-01,Declined,True,1,In-Person,Tablet,Professional services and membership organizations
4276,2022-10-19 12:44:20,3150.96,Sachar Group,Thrissur,USD,American Express,2031-08-01,Declined,False,0,Online,Desktop,Business services
4277,2021-11-30 10:02:02,4465.44,Khosla LLC,Ambarnath,EUR,American Express,2026-11-01,Invalid,False,3,Online,Desktop,Miscellaneous stores
4278,2021-06-04 16:43:40,2500.85,Ghose-Sabharwal,Patna,INR,MasterCard,2030-03-01,Invalid,False,2,In-Person,Desktop,Contracted services
4279,2020-07-13 20:33:20,4761.41,Mahajan-Saran,Delhi,EUR,Visa,2027-10-01,Declined,False,3,Online,Desktop,Government services
4280,2022-08-26 01:42:46,548.6,"Subramaniam, Vaidya and Buch",Tumkur,INR,American Express,2033-09-01,Invalid,True,2,Online,Desktop,Clothing stores
4281,2021-04-24 00:00:21,1243.87,Gour-Ahluwalia,Tirupati,EUR,Visa,2023-12-01,Invalid,False,3,Online,Tablet,Miscellaneous stores
4282,2020-02-07 04:39:01,3219.46,"Deep, Balasubramanian and Bala",Delhi,INR,MasterCard,2031-03-01,Accepted,True,2,In-Person,Desktop,Transportation services
4283,2021-09-18 08:10:21,2382.41,Shankar Group,Akola,EUR,MasterCard,2032-06-01,Invalid,False,1,Online,Tablet,Miscellaneous stores
4284,2023-04-23 17:29:46,4620.25,Kapur-Golla,Thrissur,INR,American Express,2024-04-01,Declined,True,0,Online,Desktop,Miscellaneous stores
4285,2020-05-26 13:27:32,4881.19,"Swamy, Lalla and Sem",Rajpur Sonarpur,INR,American Express,2027-12-01,Invalid,False,3,Online,Tablet,Unknown
4286,2021-03-11 19:30:01,1797.84,Singh-Kothari,Sasaram,EUR,American Express,2024-03-01,Invalid,False,0,Online,Tablet,Miscellaneous stores
4287,2022-08-19 20:15:45,2200.5,Sarna-Sekhon,Unnao,USD,American Express,2029-03-01,Invalid,False,1,Online,Tablet,Unknown
4288,2020-12-06 05:49:45,1439.94,Sachdeva Inc,Dehri,USD,Visa,2026-09-01,Invalid,False,0,In-Person,Desktop,Unknown
4289,2023-08-03 15:59:02,3854.19,"Chakraborty, Saha and Ben",Noida,INR,MasterCard,2024-02-01,Accepted,False,3,In-Person,Desktop,Unknown
4290,2022-08-22 04:18:22,974.54,"Karpe, Bansal and Brahmbhatt",Saharsa,USD,Visa,2026-11-01,Declined,True,2,Online,Desktop,Unknown
4291,2021-06-18 12:10:07,4149.38,Kurian-Kale,Bhiwandi,INR,Visa,2025-11-01,Invalid,True,3,In-Person,Mobile,Transportation services
4292,2021-12-03 16:21:40,1026.62,Raman Inc,Faridabad,INR,MasterCard,2029-03-01,Accepted,False,0,In-Person,Tablet,Contracted services
4293,2022-08-23 22:49:21,1290.99,Mallick-Dora,Nadiad,INR,MasterCard,2031-06-01,Accepted,True,3,Online,Desktop,Miscellaneous stores
4294,2023-07-16 07:29:05,3604.58,"Borra, Karnik and Subramanian",Serampore,USD,Visa,2027-01-01,Accepted,True,2,Online,Mobile,Professional services and membership organizations
4295,2022-10-09 08:01:14,904.65,Sachdev-Rajan,Agartala,USD,MasterCard,2029-09-01,Accepted,False,1,In-Person,Tablet,Agricultural services
4296,2021-12-07 17:20:48,138.0,Bawa Ltd,Bongaigaon,INR,Visa,2027-12-01,Accepted,False,0,In-Person,Desktop,Miscellaneous stores
4297,2021-10-10 18:30:27,2719.46,Sani-Agrawal,Ambala,USD,MasterCard,2026-12-01,Accepted,False,1,Online,Desktop,Professional services and membership organizations
4298,2020-03-23 01:03:03,4385.93,Dutt-Singhal,Tiruvottiyur,EUR,MasterCard,2025-07-01,Declined,False,1,In-Person,Desktop,Miscellaneous stores
4299,2020-11-16 13:03:09,3608.22,"Virk, Ratti and Garg",Darbhanga,USD,Visa,2029-11-01,Invalid,False,2,Online,Desktop,Agricultural services
4300,2023-08-05 21:27:04,1681.87,Samra-Borah,Tirunelveli,USD,Visa,2032-01-01,Declined,True,2,In-Person,Desktop,Government services
4301,2021-07-01 11:16:26,1748.11,Varkey-Bassi,Chinsurah,USD,MasterCard,2033-02-01,Accepted,False,3,In-Person,Tablet,Miscellaneous stores
4302,2020-07-12 02:35:10,607.59,Bir-Sridhar,Bhiwandi,EUR,American Express,2028-05-01,Accepted,True,2,In-Person,Mobile,Agricultural services
4303,2020-12-31 15:27:32,3543.05,Chhabra-Andra,Darbhanga,USD,MasterCard,2025-06-01,Invalid,False,1,Online,Desktop,Transportation services
4304,2021-11-21 19:46:59,2953.02,Viswanathan Ltd,Nashik,USD,American Express,2024-03-01,Accepted,True,3,In-Person,Mobile,Contracted services
4305,2023-06-06 06:27:04,541.73,Cherian and Sons,Shahjahanpur,USD,American Express,2028-09-01,Accepted,False,2,Online,Mobile,Miscellaneous stores
4306,2020-08-07 11:34:52,2734.11,Venkatesh and Sons,Machilipatnam,EUR,Visa,2031-06-01,Accepted,False,1,In-Person,Tablet,Agricultural services
4307,2023-05-07 10:32:23,1358.17,"Bhasin, Dugar and Kanda",Ramagundam,USD,Visa,2031-11-01,Declined,True,0,In-Person,Tablet,Government services
4308,2020-11-20 20:59:48,2806.03,Roy Inc,Srinagar,EUR,Visa,2027-07-01,Declined,False,1,In-Person,Tablet,Retail outlet services
4309,2023-04-10 20:20:49,332.53,"Lad, Tiwari and Sura",Bareilly,EUR,Visa,2024-03-01,Accepted,True,3,Online,Desktop,Contracted services
4310,2021-04-24 02:35:10,3567.55,Mangal-Sunder,Mira-Bhayandar,INR,Visa,2025-10-01,Declined,False,3,Online,Mobile,Unknown
4311,2021-04-09 10:43:20,682.93,Buch and Sons,Sambalpur,USD,Visa,2028-06-01,Declined,True,0,Online,Mobile,Unknown
4312,2020-11-13 14:49:37,3395.69,Bedi-Shetty,Karimnagar,USD,American Express,2033-08-01,Accepted,False,0,In-Person,Tablet,Unknown
4313,2021-12-04 00:02:38,4206.88,"Acharya, Sankaran and Varkey",Hyderabad,INR,MasterCard,2032-05-01,Accepted,False,0,Online,Tablet,Business services
4314,2021-09-21 10:20:57,4420.84,Wali PLC,Bathinda,EUR,Visa,2024-06-01,Declined,False,2,Online,Desktop,Retail outlet services
4315,2023-04-18 12:24:50,4378.15,Aggarwal Inc,Delhi,USD,American Express,2027-06-01,Invalid,False,2,Online,Mobile,Unknown
4316,2022-09-22 11:16:17,1334.9,Ramakrishnan and Sons,Guntakal,USD,Visa,2033-09-01,Invalid,False,3,In-Person,Mobile,Business services
4317,2022-10-21 10:23:08,4161.24,Doctor Group,Durg,USD,MasterCard,2030-06-01,Invalid,False,2,In-Person,Desktop,Contracted services
4318,2021-02-12 04:31:58,1179.4,Dada and Sons,Anantapuram,USD,American Express,2026-06-01,Accepted,False,0,Online,Desktop,Contracted services
4319,2023-06-14 13:27:40,3426.87,Gour Ltd,Kavali,USD,American Express,2032-04-01,Accepted,True,1,In-Person,Desktop,Government services
4320,2020-11-03 15:55:42,143.39,Master-Grover,Maheshtala,INR,Visa,2027-01-01,Invalid,False,3,Online,Tablet,Government services
4321,2020-02-08 03:13:03,1379.4,"Seshadri, Mandal and Sarkar",Anand,USD,MasterCard,2024-04-01,Accepted,False,2,In-Person,Tablet,Miscellaneous stores
4322,2023-03-20 06:00:14,3492.71,Varghese Ltd,Jamnagar,USD,American Express,2032-11-01,Invalid,False,3,In-Person,Tablet,Contracted services
4323,2022-05-03 05:38:14,1010.35,"Bansal, Madan and Kar",Sangli-Miraj & Kupwad,INR,Visa,2031-10-01,Declined,True,0,In-Person,Tablet,Retail outlet services
4324,2020-11-21 10:15:24,430.2,D’Alia Group,Muzaffarpur,EUR,MasterCard,2027-11-01,Accepted,True,1,Online,Tablet,Business services
4325,2020-12-30 21:56:51,2081.72,Randhawa Inc,North Dumdum,USD,American Express,2028-10-01,Declined,True,2,In-Person,Mobile,Government services
4326,2022-07-18 02:36:00,2069.5,Mahajan-Vyas,Imphal,INR,MasterCard,2027-12-01,Invalid,False,3,In-Person,Mobile,Contracted services
4327,2021-05-02 21:12:42,115.62,"Bhavsar, Bobal and Samra",Gudivada,USD,American Express,2031-01-01,Invalid,False,2,In-Person,Mobile,Miscellaneous stores
4328,2023-03-24 06:52:33,4730.91,Bhatia-Gill,Howrah,EUR,MasterCard,2031-08-01,Declined,True,2,Online,Desktop,Government services
4329,2020-06-19 05:29:43,1221.83,"Behl, Ben and Ganguly",Amroha,EUR,Visa,2032-06-01,Accepted,True,2,Online,Tablet,Contracted services
4330,2022-10-12 07:22:45,2518.09,Arora Inc,Panvel,INR,MasterCard,2027-05-01,Invalid,True,3,In-Person,Desktop,Miscellaneous stores
4331,2021-10-25 18:22:45,4979.28,"Gola, Choudhury and Bahl",Asansol,INR,Visa,2024-06-01,Declined,False,0,Online,Tablet,Contracted services
4332,2023-08-18 23:13:56,4158.24,Kanda LLC,Srikakulam,INR,Visa,2024-09-01,Invalid,False,2,Online,Mobile,Professional services and membership organizations
4333,2021-06-01 20:53:08,2896.3,Kakar Group,Bellary,INR,MasterCard,2032-12-01,Invalid,True,2,Online,Desktop,Utility services
4334,2020-09-16 01:30:50,4636.61,Ramakrishnan LLC,Pimpri-Chinchwad,INR,MasterCard,2027-05-01,Accepted,False,1,Online,Mobile,Unknown
4335,2022-07-27 12:23:14,2636.08,"Bhandari, Goswami and Varty",North Dumdum,USD,Visa,2031-08-01,Invalid,True,1,Online,Desktop,Unknown
4336,2022-07-12 14:25:57,4341.55,Deep Ltd,Khandwa,INR,American Express,2029-01-01,Declined,False,0,Online,Tablet,Professional services and membership organizations
4337,2020-08-24 19:42:43,2114.28,Borra LLC,Bokaro,INR,MasterCard,2025-10-01,Accepted,True,2,Online,Tablet,Unknown
4338,2022-12-31 20:52:20,954.67,"Kari, Devan and Sunder",Gandhidham,INR,American Express,2030-06-01,Invalid,True,3,Online,Mobile,Government services
4339,2022-12-26 03:42:54,2303.29,"Yohannan, Borde and Kothari",Bhimavaram,USD,MasterCard,2033-06-01,Invalid,False,1,Online,Tablet,Government services
4340,2021-07-12 18:04:31,1243.32,Sachdeva-Krishnan,Raichur,EUR,MasterCard,2030-10-01,Declined,False,2,In-Person,Desktop,Contracted services
4341,2022-01-30 17:01:44,2147.49,Vora Inc,Aizawl,EUR,Visa,2027-01-01,Invalid,False,0,In-Person,Mobile,Professional services and membership organizations
4342,2023-09-29 06:14:01,991.46,Halder-Balan,Thane,EUR,Visa,2029-09-01,Accepted,False,0,Online,Tablet,Retail outlet services
4343,2020-09-05 21:26:09,397.24,Ravi-Balan,Visakhapatnam,EUR,Visa,2033-04-01,Invalid,False,1,In-Person,Tablet,Professional services and membership organizations
4344,2021-08-13 01:02:32,2180.17,"Sunder, Jaggi and Gill",Kadapa,USD,MasterCard,2028-05-01,Invalid,False,2,In-Person,Mobile,Contracted services
4345,2022-07-18 09:48:51,2915.16,Khosla-Sawhney,Deoghar,EUR,Visa,2028-02-01,Accepted,True,2,Online,Tablet,Professional services and membership organizations
4346,2022-10-25 22:27:35,2043.93,"Mand, Balay and Randhawa",Coimbatore,USD,Visa,2029-05-01,Invalid,True,2,In-Person,Mobile,Miscellaneous stores
4347,2020-11-23 01:05:50,4327.88,Dayal LLC,Bhiwandi,EUR,MasterCard,2029-10-01,Declined,True,1,Online,Tablet,Professional services and membership organizations
4348,2021-03-09 09:52:02,57.41,Dubey PLC,Akola,USD,American Express,2024-05-01,Invalid,True,2,In-Person,Desktop,Unknown
4349,2021-12-28 02:44:26,4865.99,Bhattacharyya-Bath,Hubli–Dharwad,INR,American Express,2032-07-01,Invalid,True,2,Online,Mobile,Professional services and membership organizations
4350,2020-06-11 07:25:46,1916.49,Bhatia Ltd,Parbhani,INR,MasterCard,2027-10-01,Declined,True,0,Online,Mobile,Transportation services
4351,2023-03-30 18:34:53,4322.25,"Som, Barman and Ranganathan",Madurai,USD,Visa,2027-01-01,Invalid,True,3,Online,Tablet,Unknown
4352,2020-05-05 00:18:55,1191.81,"Butala, Dixit and Krishnamurthy",Lucknow,USD,American Express,2029-03-01,Accepted,True,1,In-Person,Tablet,Miscellaneous stores
4353,2023-05-09 09:08:55,2289.85,"Joshi, Vasa and Kota",Eluru,EUR,Visa,2027-10-01,Accepted,False,1,Online,Desktop,Unknown
4354,2022-05-12 14:10:18,1538.34,"Anand, Kohli and Sura",Eluru,INR,Visa,2032-12-01,Invalid,True,0,In-Person,Tablet,Business services
4355,2023-08-21 00:42:36,3857.64,Dube-Sha,Purnia,USD,MasterCard,2024-05-01,Invalid,False,1,Online,Mobile,Contracted services
4356,2020-10-26 02:44:16,4713.96,Karan-Ramesh,Ramagundam,USD,MasterCard,2031-04-01,Accepted,True,3,In-Person,Desktop,Miscellaneous stores
4357,2020-04-27 01:04:56,3127.92,Bhalla-Sridhar,Tinsukia,USD,Visa,2030-12-01,Invalid,True,0,In-Person,Mobile,Business services
4358,2023-03-09 13:44:21,314.21,Varma-Kurian,Nandyal,INR,Visa,2027-12-01,Invalid,True,3,In-Person,Desktop,Miscellaneous stores
4359,2021-03-25 05:07:42,1577.85,"Bhasin, Aggarwal and Ganesh",Nangloi Jat,USD,MasterCard,2030-05-01,Accepted,True,1,In-Person,Tablet,Contracted services
4360,2020-02-12 02:13:34,3356.34,Bandi-Kadakia,Siliguri,USD,American Express,2031-10-01,Invalid,False,3,Online,Desktop,Government services
4361,2022-07-19 04:15:44,4320.61,Sood PLC,Mirzapur,USD,MasterCard,2028-12-01,Accepted,True,1,In-Person,Tablet,Contracted services
4362,2020-10-11 20:51:05,4790.89,"Sha, Manne and Dasgupta",Chapra,EUR,MasterCard,2027-02-01,Invalid,True,3,Online,Desktop,Business services
4363,2022-06-14 09:47:20,4835.78,"Sawhney, Chakraborty and Kalita",Dharmavaram,EUR,MasterCard,2027-02-01,Invalid,True,2,Online,Mobile,Contracted services
4364,2021-04-19 17:19:57,3612.31,Golla LLC,Mau,INR,MasterCard,2025-09-01,Declined,False,0,Online,Mobile,Government services
4365,2021-01-05 02:16:22,2617.18,Ghose LLC,Bhiwani,EUR,Visa,2029-02-01,Invalid,True,0,In-Person,Mobile,Government services
4366,2022-03-28 13:48:28,2227.15,"Banerjee, Wali and Chanda",Bhind,INR,Visa,2028-09-01,Declined,True,2,In-Person,Tablet,Contracted services
4367,2023-03-31 23:57:10,3654.1,Din-Batra,Bijapur,USD,American Express,2032-08-01,Declined,True,2,In-Person,Desktop,Miscellaneous stores
4368,2022-08-23 23:22:40,274.52,Manda-Chakraborty,Nagercoil,USD,American Express,2029-11-01,Accepted,False,0,Online,Mobile,Government services
4369,2020-09-11 04:12:45,2931.19,Raju-Chand,Warangal,USD,MasterCard,2029-09-01,Invalid,True,0,Online,Mobile,Miscellaneous stores
4370,2023-09-14 00:33:30,4875.68,Kamdar-Sankaran,Rampur,USD,Visa,2031-06-01,Invalid,True,1,In-Person,Mobile,Business services
4371,2023-08-07 15:02:12,62.99,Bose Ltd,Rajkot,EUR,Visa,2025-07-01,Invalid,False,0,In-Person,Mobile,Business services
4372,2023-03-27 06:34:05,270.82,Kumer Inc,Ranchi,INR,Visa,2027-06-01,Invalid,True,1,In-Person,Mobile,Miscellaneous stores
4373,2022-08-16 04:39:40,4262.33,Kurian Ltd,Nagaon,EUR,MasterCard,2024-12-01,Accepted,False,1,Online,Tablet,Miscellaneous stores
4374,2022-04-06 16:03:47,3303.86,Sawhney-Lanka,Shimoga,EUR,MasterCard,2025-07-01,Declined,False,0,Online,Desktop,Utility services
4375,2023-02-11 08:29:09,3310.6,"Gill, Yadav and Subramaniam",Kadapa,EUR,MasterCard,2027-03-01,Invalid,False,0,Online,Tablet,Government services
4376,2023-06-08 10:22:49,2791.95,Varghese-Keer,Singrauli,EUR,MasterCard,2028-01-01,Invalid,True,3,In-Person,Mobile,Unknown
4377,2020-04-21 09:43:14,3576.49,Dani Inc,Kochi,INR,Visa,2032-12-01,Invalid,True,2,In-Person,Desktop,Government services
4378,2021-12-15 18:31:22,1114.99,Chaudhari-Kala,Siliguri,EUR,American Express,2028-02-01,Declined,False,1,Online,Tablet,Professional services and membership organizations
4379,2021-02-23 14:41:41,1008.54,Kalla-Gulati,Raipur,EUR,MasterCard,2029-03-01,Declined,False,0,Online,Desktop,Contracted services
4380,2022-01-15 18:53:44,530.33,"Sahni, Malhotra and Issac",Gurgaon,EUR,Visa,2024-04-01,Declined,False,3,Online,Mobile,Contracted services
4381,2020-04-20 19:56:37,2985.67,Gole-Savant,Dehri,EUR,MasterCard,2031-12-01,Invalid,True,3,In-Person,Mobile,Professional services and membership organizations
4382,2020-01-28 23:36:37,3817.15,"Biswas, Reddy and Hegde",Raurkela Industrial Township,USD,Visa,2030-01-01,Declined,False,3,In-Person,Tablet,Government services
4383,2020-08-20 06:55:26,1215.86,Sane Inc,Kota,INR,MasterCard,2032-10-01,Accepted,True,1,Online,Mobile,Agricultural services
4384,2020-09-19 10:49:52,1879.88,"Ravel, Chada and Sharma",Asansol,EUR,MasterCard,2032-03-01,Invalid,True,0,Online,Desktop,Utility services
4385,2020-07-31 03:40:27,4305.2,"Chana, Saini and Kapur",Chandigarh,USD,MasterCard,2030-09-01,Declined,False,1,Online,Desktop,Utility services
4386,2023-04-29 14:38:01,1968.65,Bava LLC,Delhi,INR,American Express,2033-07-01,Invalid,False,2,In-Person,Desktop,Professional services and membership organizations
4387,2021-12-17 02:19:40,4796.41,Chad PLC,Yamunanagar,INR,Visa,2033-07-01,Accepted,False,2,Online,Desktop,Government services
4388,2022-05-08 18:10:54,1190.64,Kumer-Talwar,Bidar,INR,Visa,2025-11-01,Invalid,True,3,Online,Mobile,Unknown
4389,2021-01-26 05:41:09,710.91,"Ahluwalia, Barad and Bala",Navi Mumbai,USD,American Express,2028-07-01,Accepted,True,0,Online,Tablet,Government services
4390,2020-02-06 11:17:33,2063.05,"Bhatti, Sarna and Chandran",Jamshedpur,USD,American Express,2024-04-01,Accepted,True,0,In-Person,Tablet,Contracted services
4391,2021-07-04 13:43:18,4215.13,Master Group,Junagadh,EUR,Visa,2027-02-01,Accepted,True,0,Online,Mobile,Retail outlet services
4392,2022-05-01 15:03:43,2172.45,Sankaran Group,Morbi,USD,Visa,2024-05-01,Invalid,True,1,Online,Mobile,Miscellaneous stores
4393,2021-02-09 21:45:25,719.73,Kota Inc,Sagar,INR,MasterCard,2024-04-01,Invalid,True,1,Online,Tablet,Unknown
4394,2021-12-23 21:50:59,1833.08,Bir-Warrior,Tinsukia,INR,Visa,2029-11-01,Accepted,True,1,In-Person,Tablet,Transportation services
4395,2022-03-05 14:31:23,4194.71,Dar-Bhakta,Firozabad,EUR,MasterCard,2031-03-01,Accepted,False,3,Online,Mobile,Professional services and membership organizations
4396,2023-02-17 11:15:14,2162.08,"Deol, Tak and Thaker",Machilipatnam,USD,American Express,2027-05-01,Accepted,False,2,Online,Mobile,Miscellaneous stores
4397,2022-08-28 00:37:44,4451.95,Butala and Sons,Jorhat,INR,American Express,2032-08-01,Declined,False,1,Online,Desktop,Professional services and membership organizations
4398,2022-04-14 03:45:48,4627.68,Andra Inc,Nanded,INR,Visa,2028-10-01,Invalid,True,1,Online,Desktop,Unknown
4399,2023-07-26 08:35:12,1938.17,Shetty-Boase,Vasai-Virar,INR,MasterCard,2026-07-01,Declined,False,3,In-Person,Mobile,Unknown
4400,2020-01-21 12:27:04,1257.6,"Brahmbhatt, Dugar and Vaidya",Bardhaman,USD,MasterCard,2032-09-01,Invalid,True,1,In-Person,Mobile,Miscellaneous stores
4401,2021-03-27 11:05:20,2611.88,Rattan-Lalla,Varanasi,USD,MasterCard,2028-08-01,Accepted,False,1,Online,Mobile,Contracted services
4402,2022-05-18 09:25:35,2165.72,"Vyas, Bath and Bhatt",Siliguri,USD,MasterCard,2029-10-01,Declined,True,1,In-Person,Mobile,Miscellaneous stores
4403,2022-07-24 15:53:12,1074.71,Verma Inc,Ulhasnagar,EUR,MasterCard,2032-09-01,Accepted,False,3,Online,Desktop,Unknown
4404,2020-03-15 13:12:46,3916.14,"Chakrabarti, Warrior and Ram",Alappuzha,EUR,American Express,2025-09-01,Invalid,True,1,In-Person,Tablet,Miscellaneous stores
