,datetime,amount,merchant,mcc,location,currency,card_type,card_exp_date,response_code,flagged_as_fraud,previous_transactions,source,device
4532,2022-09-23 16:01:52,3708.6,Behl-Bhakta,8829,Tirunelveli,USD,MasterCard,04/28,0,0,,In-Person,Tablet
4533,2020-09-28 08:28:57,990.69,Khalsa-Chad,6225,Jamshedpur,INR,MasterCard,07/28,12,1,3 or more,In-Person,Desktop
4534,2022-03-21 07:59:34,2361.36,Babu-Kapur,9054,Hubli–Dharwad,INR,American Express,12/25,5,1,1,Online,Desktop
4535,2021-05-11 03:00:32,4749.31,Kaur-Kalla,1086,Kurnool,USD,Visa,09/24,0,0,1,In-Person,Mobile
4536,2021-11-07 12:22:30,1906.22,Krishna Group,4438,Mirzapur,INR,American Express,02/28,12,0,3 or more,Online,Tablet
4537,2021-12-07 23:51:04,3237.17,Batra-Lad,2324,Dibrugarh,USD,MasterCard,12/24,0,0,2,In-Person,Tablet
4538,2020-10-22 02:13:18,1285.17,Baria-Gokhale,7669,Vasai-Virar,INR,MasterCard,10/24,5,1,,In-Person,Mobile
4539,2020-08-02 07:17:46,3002.98,D’Alia-Acharya,9974,Jamnagar,EUR,American Express,07/31,5,1,1,In-Person,Desktop
4540,2022-03-25 16:19:15,72.29,"Sama, Kari and Sharma",7658,Tezpur,EUR,MasterCard,04/26,0,1,2,In-Person,Tablet
4541,2021-01-10 10:25:56,3364.52,Brahmbhatt-Mani,8175,Bhagalpur,EUR,Visa,07/27,5,1,1,Online,Mobile
4542,2022-06-17 22:43:54,2054.29,"Bassi, Acharya and Biswas",5358,Saharsa,INR,Visa,03/32,0,1,3 or more,Online,Desktop
4543,2021-08-21 22:39:08,2631.06,"Kakar, Ganguly and Mandal",8312,Satna,INR,MasterCard,01/27,12,1,3 or more,Online,Mobile
4544,2022-07-05 05:05:01,406.59,"Choudhury, Subramanian and Varughese",6826,Dindigul,EUR,American Express,03/31,0,1,2,In-Person,Mobile
4545,2020-08-13 01:45:00,3621.34,"Barad, Gara and Sachar",9368,Davanagere,EUR,Visa,09/32,0,1,2,Online,Mobile
4546,2021-03-01 16:12:18,4947.75,"Wali, Choudhury and Malhotra",1819,Ahmednagar,INR,MasterCard,10/28,12,1,,In-Person,Tablet
4547,2022-05-02 09:26:48,904.55,Bains Group,4569,Proddatur,INR,Visa,02/32,12,1,,In-Person,Desktop
4548,2021-01-03 06:36:50,3053.49,Raju-Bajwa,5868,Bhagalpur,INR,American Express,04/26,5,0,2,In-Person,Mobile
4549,2021-05-16 06:25:04,2157.81,"D’Alia, Trivedi and Wable",2167,Ratlam,EUR,MasterCard,11/29,12,1,1,Online,Mobile
4550,2021-07-01 06:27:42,979.0,"Srivastava, Choudhary and Bava",6128,Kochi,USD,Visa,01/30,0,1,3 or more,Online,Tablet
4551,2020-04-25 01:37:37,1948.86,Bhat-Sethi,7034,Shimla,INR,MasterCard,12/31,0,0,1,Online,Tablet
4552,2020-10-24 22:23:18,1342.65,Johal-Bora,3294,Tirunelveli,EUR,MasterCard,09/25,5,1,2,In-Person,Mobile
4553,2022-02-28 15:47:39,3912.48,Baral Inc,7636,Saharsa,EUR,Visa,07/30,12,1,,In-Person,Mobile
4554,2023-03-21 20:47:35,1525.59,Zachariah-Dora,2089,Jamshedpur,USD,Visa,09/32,12,1,3 or more,Online,Tablet
4555,2022-07-05 17:15:20,4042.79,Choudhry-Bains,4508,Sirsa,EUR,Visa,03/27,5,1,1,In-Person,Mobile
4556,2021-08-15 08:56:32,1174.95,"Chauhan, Chakraborty and Swaminathan",9825,Satara,INR,Visa,12/32,0,0,,In-Person,Desktop
4557,2021-03-17 19:30:33,3712.66,Soni-Bhakta,6817,Nagercoil,INR,Visa,11/23,12,0,2,Online,Mobile
4558,2020-11-13 11:29:57,154.83,"Rana, Kapur and Wason",2337,Malda,EUR,MasterCard,11/27,12,0,2,In-Person,Mobile
4559,2022-08-23 18:57:06,1336.62,"Bava, Chanda and Bose",3624,Kumbakonam,INR,American Express,05/31,12,1,3 or more,In-Person,Tablet
4560,2021-05-23 06:39:28,3567.87,Bhatti PLC,6066,Kurnool,EUR,MasterCard,09/29,0,0,1,In-Person,Desktop
4561,2022-09-15 05:35:15,2743.11,Keer-Bal,5939,Jhansi,USD,MasterCard,07/24,0,1,,Online,Desktop
4562,2022-08-18 00:01:20,1716.39,"Gara, Sarkar and Edwin",6458,Barasat,INR,American Express,12/26,5,1,2,In-Person,Tablet
4563,2020-03-19 03:40:07,3637.44,"Sampath, Kalla and Mahal",1254,Vadodara,USD,Visa,10/29,12,0,3 or more,Online,Desktop
4564,2020-01-22 22:39:36,3774.73,Sethi Ltd,7882,Coimbatore,EUR,Visa,07/25,12,1,2,Online,Mobile
4565,2021-09-24 05:57:06,4562.61,"Thaman, Ganesh and Kota",4621,Anantapur,INR,Visa,04/28,0,0,3 or more,In-Person,Tablet
4566,2022-03-21 23:43:38,4700.78,"Sabharwal, Choudhry and Goel",3521,Gurgaon,USD,Visa,06/26,0,0,,In-Person,Tablet
4567,2021-05-29 05:53:22,4972.79,Sawhney Group,3074,Hubli–Dharwad,EUR,American Express,07/31,0,0,,In-Person,Mobile
4568,2022-05-02 00:18:22,3736.49,Sridhar PLC,5385,Bhusawal,USD,MasterCard,12/27,12,0,3 or more,In-Person,Tablet
4569,2020-03-21 16:10:12,2863.33,Sen-Dhawan,3797,Mumbai,EUR,American Express,10/26,5,1,2,In-Person,Desktop
4570,2020-01-27 05:29:45,4813.82,Vohra Group,7074,Warangal,EUR,Visa,08/30,0,1,3 or more,In-Person,Tablet
4571,2020-06-26 03:04:03,1363.09,Karnik and Sons,3363,Naihati,EUR,Visa,04/32,5,1,3 or more,Online,Tablet
4572,2023-01-15 11:06:08,1769.33,Sangha and Sons,3938,Ballia,USD,MasterCard,01/33,5,1,1,Online,Desktop
4573,2022-11-28 06:48:09,627.73,Cherian-Kunda,5764,Bidar,EUR,MasterCard,05/30,0,0,2,In-Person,Mobile
4574,2021-09-12 22:52:56,2840.08,Barad-Desai,6855,Kamarhati,EUR,American Express,05/30,5,0,2,In-Person,Desktop
4575,2021-08-11 15:20:46,4235.85,Tella Group,3075,Morbi,USD,Visa,06/26,12,0,2,Online,Tablet
4576,2020-09-25 14:50:01,3237.35,"Cherian, Chokshi and Loyal",5713,Nangloi Jat,INR,American Express,11/25,5,1,3 or more,In-Person,Tablet
4577,2020-12-09 17:50:29,2286.89,"Thakkar, Sur and Goda",7704,Mangalore,INR,American Express,05/30,12,1,3 or more,Online,Desktop
4578,2023-01-17 12:15:28,4155.02,Kant-Borah,6284,Jammu,EUR,American Express,06/24,5,0,,In-Person,Desktop
4579,2022-09-27 05:56:46,4358.61,"Rajagopal, Dara and Saraf",8529,Jhansi,USD,MasterCard,08/24,5,0,,In-Person,Desktop
4580,2023-07-31 12:39:05,4151.15,Shan-Ahluwalia,1114,Kollam,USD,American Express,09/27,0,1,,In-Person,Tablet
4581,2021-06-30 14:51:36,197.39,Kothari and Sons,6162,Bhind,INR,American Express,06/25,0,1,3 or more,Online,Mobile
4582,2021-12-04 19:24:20,2589.07,Babu-Sahni,5607,Dehri,EUR,MasterCard,10/33,5,1,,Online,Tablet
4583,2022-01-15 15:26:30,3294.86,Baria Ltd,6553,Thane,USD,Visa,11/29,0,1,,Online,Mobile
4584,2021-09-20 08:21:18,211.89,Bhandari PLC,7943,Dhanbad,EUR,MasterCard,05/30,0,0,3 or more,Online,Mobile
4585,2022-07-28 08:48:19,2059.57,"Date, Master and Chakrabarti",7838,Delhi,EUR,American Express,10/31,5,0,,Online,Desktop
4586,2023-05-13 10:00:31,3786.74,Lall PLC,5664,Gandhinagar,USD,Visa,01/27,0,1,2,Online,Tablet
4587,2020-11-24 06:06:40,3696.42,Garde Ltd,3081,Yamunanagar,EUR,Visa,03/31,12,1,1,In-Person,Tablet
4588,2022-03-23 08:41:43,731.44,Wable Group,3534,Adoni,USD,American Express,11/30,12,1,1,In-Person,Mobile
4589,2022-11-01 12:56:52,2440.29,Balakrishnan and Sons,5004,Phagwara,EUR,Visa,10/23,12,1,3 or more,In-Person,Tablet
4590,2021-12-18 08:44:47,2439.06,Goswami Inc,4059,Sambhal,INR,American Express,07/27,5,0,1,In-Person,Tablet
4591,2020-11-28 07:23:54,1684.0,Ramanathan PLC,2435,Ghaziabad,INR,Visa,03/28,5,1,2,Online,Desktop
4592,2023-03-31 04:19:49,2255.76,Arora PLC,9444,Bokaro,USD,American Express,05/30,12,1,3 or more,In-Person,Tablet
4593,2021-06-22 00:49:10,429.51,Tella Group,4540,Jaunpur,EUR,MasterCard,09/33,12,1,3 or more,Online,Mobile
4594,2021-04-02 00:17:23,1004.41,Chokshi and Sons,2109,Uluberia,USD,MasterCard,02/25,5,1,2,Online,Mobile
4595,2020-12-28 08:24:26,3342.05,Ahluwalia Group,8315,Pondicherry,USD,American Express,05/30,12,1,1,Online,Mobile
4596,2020-11-30 02:24:12,2383.11,Devan Inc,2047,Madanapalle,INR,MasterCard,10/31,12,0,1,In-Person,Desktop
4597,2020-03-05 22:53:36,4825.53,Konda Group,1990,Arrah,EUR,American Express,02/31,12,1,2,Online,Mobile
4598,2020-10-26 05:51:58,1113.58,"Taneja, Grover and Kumer",1971,Kottayam,INR,Visa,11/28,12,1,3 or more,In-Person,Tablet
4599,2023-08-23 17:25:20,819.13,"Arora, Chakrabarti and Biswas",8974,Jabalpur,USD,Visa,05/25,5,0,3 or more,Online,Desktop
4600,2020-04-24 05:13:39,3098.54,Iyengar-Kulkarni,9321,Aurangabad,INR,MasterCard,12/30,5,1,,In-Person,Tablet
4601,2020-11-27 11:16:30,2920.36,"Agrawal, Suri and Bhakta",2626,Gandhinagar,INR,American Express,12/24,12,1,1,Online,Mobile
4602,2022-03-25 13:34:28,4502.53,Malhotra and Sons,8652,Gudivada,USD,American Express,07/29,0,0,3 or more,Online,Desktop
4603,2021-07-23 08:29:46,1332.25,Ramaswamy and Sons,1462,Bhavnagar,EUR,MasterCard,03/33,12,1,2,In-Person,Tablet
4604,2023-07-18 04:25:33,4152.17,"Hayer, Mall and Krishnamurthy",8590,Nadiad,USD,American Express,03/31,5,0,,In-Person,Mobile
4605,2020-07-21 22:05:00,2010.97,Dugar-Yogi,1144,Madurai,EUR,Visa,07/29,5,1,2,In-Person,Mobile
4606,2020-10-01 15:14:38,4267.43,Dutt-Apte,9373,Ambarnath,EUR,American Express,12/26,0,0,2,In-Person,Desktop
4607,2022-10-24 23:18:50,2183.51,"Kothari, Sachar and Johal",7015,Noida,EUR,American Express,08/24,0,0,1,Online,Desktop
4608,2022-05-18 13:50:41,495.99,Tella LLC,8067,Uluberia,USD,MasterCard,11/25,12,0,2,In-Person,Mobile
4609,2023-08-07 16:16:26,4846.38,"Mann, Dewan and Sidhu",8191,Nizamabad,USD,American Express,10/29,5,0,1,In-Person,Desktop
4610,2021-11-04 03:12:33,4251.75,Hans Ltd,3589,Rohtak,USD,Visa,07/27,12,1,1,In-Person,Desktop
4611,2021-12-01 00:27:57,3956.28,"Bir, Suri and Sant",7066,Warangal,USD,MasterCard,06/33,12,0,3 or more,In-Person,Tablet
4612,2022-06-13 09:05:00,2563.85,Dewan-Khurana,1652,Junagadh,INR,MasterCard,09/28,0,1,,Online,Desktop
4613,2020-10-31 12:15:41,3721.34,Shan-Badami,8049,Bilaspur,INR,American Express,04/29,0,0,,In-Person,Desktop
4614,2020-01-14 07:40:24,4887.47,"Saraf, Viswanathan and Venkataraman",5975,Raichur,EUR,MasterCard,05/31,5,0,,Online,Desktop
4615,2020-09-04 19:25:38,39.99,Ghosh-Bakshi,6642,Narasaraopet,INR,American Express,09/28,0,1,,Online,Desktop
4616,2020-05-10 07:28:02,2965.71,"Bedi, Borah and Lad",6870,Katihar,EUR,MasterCard,06/28,12,0,2,In-Person,Desktop
4617,2020-03-14 10:42:20,997.49,Hayer-Dixit,8768,Darbhanga,EUR,American Express,11/30,0,1,,Online,Desktop
4618,2021-11-01 18:06:24,4962.13,Kunda Inc,1139,Varanasi,USD,American Express,08/29,0,1,1,Online,Tablet
4619,2020-12-03 17:04:32,247.73,Dua Ltd,3613,Satara,INR,MasterCard,01/25,12,0,3 or more,Online,Tablet
4620,2020-09-14 23:33:03,3447.08,Kata Inc,9045,Tirunelveli,USD,Visa,04/25,0,1,1,In-Person,Desktop
4621,2020-03-25 01:57:15,2633.5,"Bawa, Ramanathan and Loyal",1200,Belgaum,USD,Visa,01/25,0,0,,Online,Tablet
4622,2020-08-04 05:53:39,1334.96,"Thaman, Chahal and Bhatt",8473,Kirari Suleman Nagar,INR,Visa,11/26,12,1,,In-Person,Mobile
4623,2022-05-18 01:00:32,4182.84,Wable and Sons,9377,Nizamabad,USD,MasterCard,03/26,5,1,,In-Person,Desktop
4624,2021-08-07 18:26:05,4198.96,Balay-Bains,4550,Bharatpur,INR,American Express,09/31,0,1,2,In-Person,Mobile
4625,2023-05-12 18:31:48,3846.54,Bera-Ghosh,2828,Guna,EUR,MasterCard,08/27,0,1,2,In-Person,Desktop
4626,2020-10-18 18:56:59,1542.64,Bera-Kapadia,3451,Kozhikode,INR,Visa,09/33,0,1,3 or more,Online,Desktop
4627,2023-07-12 02:14:36,1096.46,"Soman, Khosla and Gupta",2337,Sangli-Miraj & Kupwad,USD,American Express,11/32,0,0,3 or more,In-Person,Desktop
4628,2023-09-28 06:58:07,1836.08,Devi-Chandran,2053,Buxar,USD,American Express,05/30,12,0,2,In-Person,Tablet
4629,2020-02-22 08:24:38,437.64,Handa Inc,3997,Thrissur,EUR,Visa,02/29,5,1,,In-Person,Tablet
4630,2022-01-07 05:19:24,676.63,Dhar-Chadha,5231,Jammu,EUR,MasterCard,07/33,5,1,,In-Person,Desktop
4631,2023-04-12 02:27:48,3682.53,Suresh-Kala,4201,Jamalpur,USD,Visa,04/28,0,0,3 or more,Online,Tablet
4632,2020-05-26 03:34:03,1089.86,"Karnik, Brar and Bose",9720,Thoothukudi,INR,Visa,09/24,5,0,3 or more,Online,Desktop
4633,2021-02-22 19:14:48,147.66,"Bhatia, Mangal and Dugal",4307,Nashik,EUR,American Express,10/30,0,1,,Online,Mobile
4634,2021-11-18 07:39:31,2593.71,Sidhu-Sarna,8459,Bikaner,EUR,Visa,06/31,5,0,2,In-Person,Tablet
4635,2020-10-18 23:34:48,4327.06,Bajaj and Sons,9039,Thoothukudi,USD,American Express,12/26,5,1,2,In-Person,Mobile
4636,2021-04-22 12:19:18,4819.35,"Bumb, De and Sastry",2343,Dewas,INR,American Express,05/33,12,1,,Online,Mobile
4637,2020-06-03 15:25:40,2975.24,Sanghvi-Halder,3926,Dewas,USD,American Express,02/24,12,0,3 or more,In-Person,Mobile
4638,2020-12-22 18:51:02,2095.02,Dayal Group,9975,Chennai,EUR,American Express,11/29,5,1,,In-Person,Mobile
4639,2021-07-22 05:25:13,3183.61,Khosla Ltd,5934,Vellore,USD,MasterCard,01/29,5,0,3 or more,In-Person,Desktop
4640,2023-10-03 16:07:44,4758.84,Chandran and Sons,2091,Delhi,USD,American Express,08/32,12,1,2,Online,Desktop
4641,2022-05-28 23:39:56,4863.84,Andra-Date,4790,Vijayawada,USD,Visa,12/24,12,0,2,In-Person,Mobile
4642,2020-09-19 00:02:52,2946.62,"Chand, Mani and Khosla",2436,Kolkata,EUR,American Express,07/26,12,1,2,In-Person,Desktop
4643,2021-11-05 08:33:06,2678.05,"Date, Ratta and Bajwa",1944,Lucknow,USD,MasterCard,11/25,5,1,2,Online,Mobile
4644,2020-09-10 00:27:53,1778.37,Basak PLC,1882,Bhusawal,EUR,Visa,12/27,5,0,1,In-Person,Desktop
4645,2023-04-27 05:58:37,732.81,"Sahota, Swamy and Joshi",2014,Guntakal,INR,MasterCard,04/33,5,1,1,Online,Desktop
4646,2020-09-14 06:32:43,3109.78,"Chowdhury, Bedi and Barad",7538,Kochi,INR,MasterCard,12/32,0,0,3 or more,Online,Mobile
4647,2021-07-03 10:27:09,599.31,Shan-Rajagopal,1192,Panvel,INR,MasterCard,07/26,0,1,2,Online,Desktop
4648,2023-08-02 20:46:12,2795.01,Chaudhari-Koshy,9783,Cuttack,INR,MasterCard,04/33,5,0,1,Online,Tablet
4649,2023-04-13 02:51:03,970.86,De Group,4631,Tezpur,USD,Visa,06/26,12,1,1,In-Person,Tablet
4650,2022-05-25 01:28:29,2843.48,Gera-Sama,5625,Tiruchirappalli,INR,Visa,06/29,5,0,2,Online,Mobile
4651,2021-07-16 05:53:01,3044.93,"Vig, Sanghvi and Sachdeva",4048,Bongaigaon,INR,Visa,02/28,12,0,3 or more,In-Person,Desktop
4652,2022-02-22 17:28:29,2003.13,"Agate, Madan and De",8981,Haldia,EUR,American Express,06/31,12,0,1,In-Person,Mobile
4653,2023-08-07 23:58:43,3683.77,"Krish, Wagle and De",4372,Kozhikode,EUR,American Express,09/31,0,0,3 or more,In-Person,Desktop
4654,2021-11-25 18:08:32,3025.08,Chander-Ramachandran,6815,Etawah,USD,MasterCard,06/33,0,0,2,In-Person,Desktop
4655,2020-05-12 20:36:30,1330.23,Chatterjee-Raj,2802,Dindigul,INR,Visa,10/26,5,1,1,Online,Tablet
4656,2020-10-18 22:18:39,2345.75,Walla-Virk,9595,Belgaum,INR,MasterCard,10/29,0,1,2,Online,Mobile
4657,2023-01-12 13:18:16,3467.65,Lad Inc,9530,Bahraich,USD,MasterCard,06/29,5,0,,Online,Desktop
4658,2022-09-19 11:27:17,3792.31,Keer and Sons,3777,Anantapur,USD,Visa,07/25,0,0,2,Online,Tablet
4659,2021-03-25 03:16:23,1632.68,Yohannan and Sons,2360,Anand,EUR,American Express,09/33,12,0,3 or more,Online,Desktop
4660,2023-03-01 03:58:36,1543.36,"Bali, Bhatti and Tailor",5118,Akola,INR,Visa,10/29,5,1,2,In-Person,Mobile
4661,2020-09-11 22:36:45,1662.8,Mani-Yohannan,8699,Chandigarh,EUR,Visa,10/32,0,1,,In-Person,Mobile
4662,2022-10-30 19:06:48,4377.15,Shenoy-Trivedi,1571,Ichalkaranji,INR,American Express,07/31,12,1,2,In-Person,Mobile
4663,2021-05-23 22:42:56,1684.03,"Bajwa, Tara and Deshpande",3048,Jamshedpur,INR,MasterCard,07/33,0,1,2,Online,Desktop
4664,2020-05-06 20:39:41,3739.26,Goda Group,2806,Salem,USD,American Express,07/25,12,1,3 or more,In-Person,Tablet
4665,2020-02-17 22:27:44,1308.98,"Trivedi, Bakshi and Vig",2850,Jalandhar,INR,Visa,09/25,0,0,2,In-Person,Desktop
4666,2022-09-24 22:43:54,2741.93,Andra-Rajan,2515,Adoni,EUR,MasterCard,05/31,5,0,,In-Person,Desktop
4667,2023-09-08 03:26:51,4941.05,Khare Group,7787,Ongole,EUR,American Express,06/30,0,1,2,In-Person,Mobile
4668,2021-08-28 09:55:28,3003.2,Sundaram Ltd,7823,Hindupur,USD,Visa,11/28,12,0,,Online,Tablet
4669,2021-12-10 09:53:25,3675.61,"Sura, Sehgal and Shah",6745,Gwalior,EUR,Visa,07/31,12,1,3 or more,In-Person,Desktop
4670,2021-02-18 10:42:23,3174.45,Mandal-Loke,6835,Avadi,USD,Visa,10/25,0,0,1,In-Person,Mobile
4671,2023-09-27 05:32:05,3965.64,"Ranganathan, Ganesan and Mane",1335,Jammu,USD,MasterCard,03/27,12,1,3 or more,Online,Tablet
4672,2023-04-25 05:25:01,4578.54,Brahmbhatt-Dhawan,7677,Bettiah,EUR,American Express,08/28,0,0,,Online,Mobile
4673,2020-09-23 12:44:26,2850.14,Sankaran LLC,7538,Gopalpur,INR,American Express,03/25,12,1,1,In-Person,Mobile
4674,2023-05-25 15:12:54,1.61,Dixit-Balakrishnan,8390,Mumbai,USD,American Express,01/28,12,1,1,Online,Mobile
4675,2023-01-17 05:41:17,4614.38,Sant-Chakrabarti,7072,Guna,INR,American Express,05/33,5,1,3 or more,In-Person,Mobile
4676,2021-08-17 02:38:06,312.73,Som-Sunder,3971,Bhilwara,INR,American Express,04/24,0,1,2,Online,Tablet
4677,2020-04-26 15:29:08,4988.04,Comar-Bahl,7384,Danapur,EUR,Visa,11/31,5,1,2,Online,Tablet
4678,2023-08-16 00:28:04,4370.84,"Sharma, Mammen and Rajagopal",9674,Tezpur,USD,American Express,02/28,5,1,,Online,Mobile
4679,2021-07-09 00:56:22,3091.67,Chad-Dua,4880,Bhiwani,INR,American Express,11/24,0,0,,Online,Desktop
4680,2022-08-24 09:21:20,4459.53,Choudhary PLC,4157,Pondicherry,EUR,MasterCard,10/30,12,1,3 or more,Online,Desktop
4681,2021-05-11 13:18:00,3409.72,"Ganguly, Andra and Divan",2469,Shimla,EUR,Visa,10/32,0,1,1,In-Person,Mobile
4682,2021-11-23 23:33:26,4733.46,Shankar Group,6601,Orai,EUR,Visa,11/28,5,1,,In-Person,Desktop
4683,2022-10-15 09:46:03,461.68,"Saran, Chaudhary and Krishna",1140,Muzaffarnagar,USD,American Express,11/25,12,0,1,Online,Mobile
4684,2020-01-09 13:07:34,2766.31,Sibal-Deep,3757,Baranagar,EUR,Visa,01/29,0,0,2,Online,Desktop
4685,2020-05-22 14:49:45,1853.92,"Brahmbhatt, Goda and Dada",8001,Meerut,EUR,Visa,04/25,5,0,1,In-Person,Mobile
4686,2021-06-03 10:48:43,1210.2,Varkey-Baria,8611,Muzaffarnagar,USD,Visa,11/32,0,0,1,Online,Desktop
4687,2020-08-13 07:44:07,2254.03,"Swamy, Batta and Mannan",1936,Shimla,EUR,MasterCard,09/26,12,1,3 or more,Online,Mobile
4688,2020-01-09 09:27:08,687.44,"Raval, Issac and Saini",9545,Karaikudi,USD,MasterCard,06/26,12,0,1,In-Person,Mobile
4689,2023-09-12 20:46:54,1474.33,Sengupta-Kohli,3942,Bareilly,EUR,MasterCard,10/32,12,1,3 or more,In-Person,Tablet
4690,2020-11-14 05:13:11,4944.75,Sangha-Devan,1458,Ballia,INR,Visa,08/32,12,1,3 or more,Online,Desktop
4691,2020-05-11 18:57:17,1117.55,"Swamy, Seshadri and Bhatt",3873,Muzaffarpur,EUR,Visa,11/25,12,1,3 or more,In-Person,Mobile
4692,2021-02-08 07:57:12,1535.39,"Vala, Soman and Bahl",4294,Aligarh,USD,American Express,11/27,0,1,1,Online,Tablet
4693,2021-01-17 07:20:05,3097.79,Varty Inc,1280,Pondicherry,USD,MasterCard,04/29,0,0,2,In-Person,Mobile
4694,2020-10-31 12:41:00,3606.0,Hari-Khatri,2968,South Dumdum,USD,MasterCard,04/27,5,1,,Online,Desktop
4695,2020-08-17 22:43:24,269.48,Dyal-Dutt,1749,Satara,USD,American Express,02/32,0,1,3 or more,Online,Mobile
4696,2022-11-28 06:10:02,2142.73,Sridhar-Ganesh,5373,Belgaum,INR,MasterCard,06/33,12,1,3 or more,In-Person,Tablet
4697,2020-07-26 20:42:07,306.3,Borde-Rajan,1204,South Dumdum,EUR,Visa,06/27,0,1,3 or more,Online,Mobile
4698,2020-07-22 13:35:43,3127.0,Batta-Dixit,1170,Jabalpur,INR,Visa,09/33,12,0,1,Online,Mobile
4699,2020-06-21 17:41:58,3706.41,Rama-Bhandari,6940,Ludhiana,INR,Visa,08/24,0,0,,In-Person,Desktop
4700,2023-08-11 01:08:08,1729.18,Raju-Lata,5710,Kulti,USD,American Express,05/26,12,0,3 or more,Online,Mobile
4701,2022-01-12 07:47:51,2465.57,"Majumdar, D’Alia and Kala",1351,Miryalaguda,USD,MasterCard,04/29,12,0,1,In-Person,Mobile
4702,2023-07-14 20:09:59,698.62,Hora-Chaudhuri,3514,Patiala,INR,Visa,01/26,12,1,2,Online,Mobile
4703,2021-11-22 03:30:46,4228.81,Dhar-Deshpande,5407,Saharanpur,USD,American Express,01/25,12,1,3 or more,In-Person,Mobile
4704,2020-03-12 18:05:14,2353.66,Devi-Chand,1324,Allahabad,EUR,American Express,02/29,5,0,1,In-Person,Mobile
4705,2020-09-01 06:40:11,2364.86,"Trivedi, Rajan and Yogi",7667,Aurangabad,INR,American Express,09/31,0,0,3 or more,Online,Desktop
4706,2023-01-01 03:17:43,3661.29,Sane Ltd,1183,Madanapalle,INR,American Express,04/24,0,1,2,In-Person,Tablet
4707,2021-12-05 23:22:22,592.84,Maharaj LLC,7468,Tadepalligudem,USD,Visa,04/28,12,1,,In-Person,Mobile
4708,2021-09-15 04:32:43,1244.86,"Karpe, Hayre and Kadakia",7231,Srikakulam,EUR,American Express,10/31,0,0,2,In-Person,Desktop
4709,2022-08-31 06:37:13,901.2,Manda and Sons,1001,Guntur,INR,American Express,09/27,5,1,2,Online,Tablet
4710,2021-03-13 18:07:04,326.98,Madan Ltd,3019,Jamshedpur,EUR,American Express,08/28,5,0,3 or more,Online,Tablet
4711,2022-06-03 23:00:53,1909.16,Barman Group,2854,Mau,USD,American Express,11/32,0,1,3 or more,Online,Mobile
4712,2022-12-05 00:20:12,4528.96,Deol-Setty,2875,Warangal,INR,American Express,04/29,12,1,,Online,Mobile
4713,2023-07-03 19:45:10,1492.5,"Tandon, Garg and Seth",4803,Ambattur,INR,MasterCard,04/24,0,0,3 or more,Online,Desktop
4714,2020-12-16 08:23:53,3825.53,Saxena-Krishna,6613,Ajmer,INR,Visa,04/27,12,0,,In-Person,Mobile
4715,2021-02-23 15:50:52,3437.33,Dube PLC,9181,Bhopal,USD,MasterCard,01/27,0,0,3 or more,Online,Tablet
4716,2022-05-10 21:29:57,3096.14,"Basu, Sawhney and Karan",6603,Malegaon,USD,Visa,02/27,5,0,,Online,Tablet
4717,2023-06-06 22:58:13,4003.92,Sidhu Ltd,8486,Jaunpur,USD,MasterCard,11/24,5,1,,In-Person,Desktop
4718,2020-09-09 17:44:09,3257.93,Wali-Chadha,7945,Bhavnagar,INR,American Express,04/25,5,1,1,In-Person,Desktop
4719,2020-08-26 05:40:14,2765.34,"Dube, Saha and Warrior",1067,Purnia,EUR,American Express,04/24,5,0,3 or more,Online,Tablet
4720,2023-07-31 23:03:23,1143.7,"Ramakrishnan, Bath and Bal",7011,Noida,INR,American Express,03/32,0,0,2,Online,Mobile
4721,2021-01-27 15:16:45,2803.74,Bobal-Kumar,8790,Rewa,USD,Visa,01/31,12,1,2,In-Person,Mobile
4722,2021-11-16 08:25:28,4523.19,"Bakshi, Batra and Gara",1619,Secunderabad,EUR,Visa,08/25,0,0,2,Online,Mobile
4723,2021-03-28 11:15:36,778.55,"Taneja, Ram and Johal",9142,Farrukhabad,EUR,Visa,01/28,5,1,2,Online,Mobile
4724,2022-03-30 16:17:26,1082.42,Ray-Bala,2886,Gudivada,USD,MasterCard,04/32,0,1,2,Online,Mobile
4725,2020-01-16 05:35:49,3513.5,Lall LLC,3745,Ongole,USD,Visa,12/30,0,1,,Online,Desktop
4726,2022-05-25 17:41:49,2798.47,"Kaur, Raman and Sane",9878,Aurangabad,INR,MasterCard,05/25,5,0,2,In-Person,Mobile
4727,2022-02-17 15:26:35,4213.72,"Vaidya, Bandi and Bera",8319,Bikaner,INR,American Express,03/32,5,0,,In-Person,Desktop
4728,2022-12-09 09:01:12,2425.86,Buch and Sons,4256,Vijayawada,EUR,Visa,05/33,5,0,3 or more,Online,Tablet
4729,2023-05-29 08:17:13,482.16,"Lalla, Master and Mani",9639,Nangloi Jat,EUR,American Express,03/30,5,0,3 or more,Online,Desktop
4730,2020-05-18 19:32:19,980.11,Sridhar and Sons,8511,Bidhannagar,USD,American Express,05/28,12,1,2,In-Person,Desktop
4731,2022-07-05 07:32:47,1625.41,Das-Bhatt,7608,Amravati,EUR,American Express,11/25,0,0,3 or more,In-Person,Desktop
4732,2022-04-05 16:31:26,1895.96,Vasa and Sons,6530,Malda,USD,MasterCard,10/29,0,0,2,Online,Tablet
